PurchasePrice,PurchasePriceM,DownPayment,MortgageInterestRatePercent,AnnualSupplementalMaintenanceCosts,AmortizationPeriodYears,AnnualAmortizationAmount,TotalRenovations,AdditionalPurchaseExpenses,ImputedRentalValue,PropertyExpenseTaxDeductions,MarginalTaxRatePercent,AnnualPropertyValueIncreasePercent,MonthlyRentDue,AnnualSupplementalCostsRent,InvestmentYieldRatePercent,TermYears,CompareText,ResultValue,Decision,InterestCosts,SupplementalMaintenanceCosts,AmortizationCosts,RenovationExpenses,AdditionalPurchaseExpensesOutput,GeneralCostOfPurchase,TaxDifferenceToRental,MinusPropertyValue,MortgageAtEndOfRelevantTimePeriod,TotalPurchaseCost,GeneralCostOfRental,ExcludingYieldsOnAssets,ExcludingDownPayment,TotalRentalCost,MortgageAmount,ErrorMsg
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,2.0,10,"Buying your home will work out CHF 845,121.95 cheaper than renting over the relevant time frame.",845121.95,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,14671.6,-2559888.3,1431010.0,-530012.45,860000.0,-97890.5,-447000.0,315109.5,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,2.5,10,"Buying your home will work out CHF 366,118.55 cheaper than renting over the relevant time frame.",366118.55,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,6479.4,-2100000.0,1431010.0,-78316.35,860000.0,-125197.8,-447000.0,287802.2,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,2.5,10,"Buying your home will work out CHF 473,512.85 cheaper than renting over the relevant time frame.",473512.85,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,6479.4,-2207394.3,1431010.0,-185710.65,860000.0,-125197.8,-447000.0,287802.2,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,2.5,10,"Buying your home will work out CHF 585,825.05 cheaper than renting over the relevant time frame.",585825.05,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,6479.4,-2319706.45,1431010.0,-298022.85,860000.0,-125197.8,-447000.0,287802.2,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,2.5,10,"Buying your home will work out CHF 703,254.30 cheaper than renting over the relevant time frame.",703254.3,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,6479.4,-2437135.75,1431010.0,-415452.1,860000.0,-125197.8,-447000.0,287802.2,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,2.5,10,"Buying your home will work out CHF 826,006.85 cheaper than renting over the relevant time frame.",826006.85,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,6479.4,-2559888.3,1431010.0,-538204.65,860000.0,-125197.8,-447000.0,287802.2,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,3.0,10,"Buying your home will work out CHF 346,145.60 cheaper than renting over the relevant time frame.",346145.6,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-2080.45,-2100000.0,1431010.0,-86876.2,860000.0,-153730.6,-447000.0,259269.4,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,3.0,10,"Buying your home will work out CHF 453,539.90 cheaper than renting over the relevant time frame.",453539.9,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-2080.45,-2207394.3,1431010.0,-194270.5,860000.0,-153730.6,-447000.0,259269.4,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,3.0,10,"Buying your home will work out CHF 565,852.10 cheaper than renting over the relevant time frame.",565852.1,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-2080.45,-2319706.45,1431010.0,-306582.7,860000.0,-153730.6,-447000.0,259269.4,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,3.0,10,"Buying your home will work out CHF 683,281.35 cheaper than renting over the relevant time frame.",683281.35,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-2080.45,-2437135.75,1431010.0,-424011.95,860000.0,-153730.6,-447000.0,259269.4,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,3.0,10,"Buying your home will work out CHF 806,033.90 cheaper than renting over the relevant time frame.",806033.9,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-2080.45,-2559888.3,1431010.0,-546764.5,860000.0,-153730.6,-447000.0,259269.4,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,3.5,10,"Buying your home will work out CHF 325,280.70 cheaper than renting over the relevant time frame.",325280.7,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-11022.55,-2100000.0,1431010.0,-95818.35,860000.0,-183537.65,-447000.0,229462.35,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,3.5,10,"Buying your home will work out CHF 432,674.95 cheaper than renting over the relevant time frame.",432674.95,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-11022.55,-2207394.3,1431010.0,-203212.6,860000.0,-183537.65,-447000.0,229462.35,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,3.5,10,"Buying your home will work out CHF 544,987.15 cheaper than renting over the relevant time frame.",544987.15,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-11022.55,-2319706.45,1431010.0,-315524.8,860000.0,-183537.65,-447000.0,229462.35,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,3.5,10,"Buying your home will work out CHF 662,416.40 cheaper than renting over the relevant time frame.",662416.4,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-11022.55,-2437135.75,1431010.0,-432954.05,860000.0,-183537.65,-447000.0,229462.35,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,3.5,10,"Buying your home will work out CHF 785,168.95 cheaper than renting over the relevant time frame.",785168.95,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-11022.55,-2559888.3,1431010.0,-555706.6,860000.0,-183537.65,-447000.0,229462.35,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,4.0,10,"Buying your home will work out CHF 303,488.60 cheaper than renting over the relevant time frame.",303488.6,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-20362.05,-2100000.0,1431010.0,-105157.8,860000.0,-214669.2,-447000.0,198330.8,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,4.0,10,"Buying your home will work out CHF 410,882.85 cheaper than renting over the relevant time frame.",410882.85,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-20362.05,-2207394.3,1431010.0,-212552.05,860000.0,-214669.2,-447000.0,198330.8,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,4.0,10,"Buying your home will work out CHF 523,195.05 cheaper than renting over the relevant time frame.",523195.05,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-20362.05,-2319706.45,1431010.0,-324864.25,860000.0,-214669.2,-447000.0,198330.8,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,4.0,10,"Buying your home will work out CHF 640,624.30 cheaper than renting over the relevant time frame.",640624.3,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-20362.05,-2437135.75,1431010.0,-442293.5,860000.0,-214669.2,-447000.0,198330.8,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,4.0,10,"Buying your home will work out CHF 763,376.85 cheaper than renting over the relevant time frame.",763376.85,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-20362.05,-2559888.3,1431010.0,-565046.05,860000.0,-214669.2,-447000.0,198330.8,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,4.5,10,"Buying your home will work out CHF 280,732.90 cheaper than renting over the relevant time frame.",280732.9,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-30114.45,-2100000.0,1431010.0,-114910.25,860000.0,-247177.35,-447000.0,165822.65,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,4.5,10,"Buying your home will work out CHF 388,127.15 cheaper than renting over the relevant time frame.",388127.15,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-30114.45,-2207394.3,1431010.0,-222304.5,860000.0,-247177.35,-447000.0,165822.65,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,4.5,10,"Buying your home will work out CHF 500,439.35 cheaper than renting over the relevant time frame.",500439.35,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-30114.45,-2319706.45,1431010.0,-334616.7,860000.0,-247177.35,-447000.0,165822.65,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,4.5,10,"Buying your home will work out CHF 617,868.60 cheaper than renting over the relevant time frame.",617868.6,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-30114.45,-2437135.75,1431010.0,-452045.95,860000.0,-247177.35,-447000.0,165822.65,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,4.5,10,"Buying your home will work out CHF 740,621.15 cheaper than renting over the relevant time frame.",740621.15,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-30114.45,-2559888.3,1431010.0,-574798.5,860000.0,-247177.35,-447000.0,165822.65,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,5.0,10,"Buying your home will work out CHF 256,975.90 cheaper than renting over the relevant time frame.",256975.9,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-40296.05,-2100000.0,1431010.0,-125091.8,860000.0,-281115.9,-447000.0,131884.1,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,5.0,10,"Buying your home will work out CHF 364,370.20 cheaper than renting over the relevant time frame.",364370.2,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-40296.05,-2207394.3,1431010.0,-232486.1,860000.0,-281115.9,-447000.0,131884.1,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,5.0,10,"Buying your home will work out CHF 476,682.35 cheaper than renting over the relevant time frame.",476682.35,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-40296.05,-2319706.45,1431010.0,-344798.25,860000.0,-281115.9,-447000.0,131884.1,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,5.0,10,"Buying your home will work out CHF 594,111.65 cheaper than renting over the relevant time frame.",594111.65,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-40296.05,-2437135.75,1431010.0,-462227.55,860000.0,-281115.9,-447000.0,131884.1,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,5.0,10,"Buying your home will work out CHF 716,864.20 cheaper than renting over the relevant time frame.",716864.2,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-40296.05,-2559888.3,1431010.0,-584980.1,860000.0,-281115.9,-447000.0,131884.1,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,5.5,10,"Buying your home will work out CHF 232,178.65 cheaper than renting over the relevant time frame.",232178.65,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-50923.45,-2100000.0,1431010.0,-135719.2,860000.0,-316540.55,-447000.0,96459.45,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,5.5,10,"Buying your home will work out CHF 339,572.95 cheaper than renting over the relevant time frame.",339572.95,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-50923.45,-2207394.3,1431010.0,-243113.5,860000.0,-316540.55,-447000.0,96459.45,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,5.5,10,"Buying your home will work out CHF 451,885.10 cheaper than renting over the relevant time frame.",451885.1,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-50923.45,-2319706.45,1431010.0,-355425.65,860000.0,-316540.55,-447000.0,96459.45,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,5.5,10,"Buying your home will work out CHF 569,314.40 cheaper than renting over the relevant time frame.",569314.4,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-50923.45,-2437135.75,1431010.0,-472854.95,860000.0,-316540.55,-447000.0,96459.45,1653000,
2100000,2.1,447000,0.98,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,5.5,10,"Buying your home will work out CHF 692,066.95 cheaper than renting over the relevant time frame.",692066.95,BUY,152204.25,210000.0,221990.0,0.0,0.0,584194.25,-50923.45,-2559888.3,1431010.0,-595607.5,860000.0,-316540.55,-447000.0,96459.45,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,0.0,10,"Buying your home will work out CHF 451,582.70 cheaper than renting over the relevant time frame.",451582.7,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,43106.85,-2100000.0,1431010.0,-38582.7,860000.0,0.0,-447000.0,413000.0,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,0.0,10,"Buying your home will work out CHF 558,976.95 cheaper than renting over the relevant time frame.",558976.95,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,43106.85,-2207394.3,1431010.0,-145976.95,860000.0,0.0,-447000.0,413000.0,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,0.0,10,"Buying your home will work out CHF 671,289.15 cheaper than renting over the relevant time frame.",671289.15,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,43106.85,-2319706.45,1431010.0,-258289.15,860000.0,0.0,-447000.0,413000.0,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,0.0,10,"Buying your home will work out CHF 788,718.40 cheaper than renting over the relevant time frame.",788718.4,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,43106.85,-2437135.75,1431010.0,-375718.4,860000.0,0.0,-447000.0,413000.0,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,0.0,10,"Buying your home will work out CHF 911,470.95 cheaper than renting over the relevant time frame.",911470.95,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,43106.85,-2559888.3,1431010.0,-498470.95,860000.0,0.0,-447000.0,413000.0,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,0.5,10,"Buying your home will work out CHF 435,580.95 cheaper than renting over the relevant time frame.",435580.95,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,36248.95,-2100000.0,1431010.0,-45440.6,860000.0,-22859.65,-447000.0,390140.35,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,0.5,10,"Buying your home will work out CHF 542,975.20 cheaper than renting over the relevant time frame.",542975.2,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,36248.95,-2207394.3,1431010.0,-152834.85,860000.0,-22859.65,-447000.0,390140.35,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,0.5,10,"Buying your home will work out CHF 655,287.40 cheaper than renting over the relevant time frame.",655287.4,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,36248.95,-2319706.45,1431010.0,-265147.05,860000.0,-22859.65,-447000.0,390140.35,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,0.5,10,"Buying your home will work out CHF 772,716.65 cheaper than renting over the relevant time frame.",772716.65,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,36248.95,-2437135.75,1431010.0,-382576.3,860000.0,-22859.65,-447000.0,390140.35,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,0.5,10,"Buying your home will work out CHF 895,469.20 cheaper than renting over the relevant time frame.",895469.2,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,36248.95,-2559888.3,1431010.0,-505328.85,860000.0,-22859.65,-447000.0,390140.35,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,1.0,10,"Buying your home will work out CHF 418,846.40 cheaper than renting over the relevant time frame.",418846.4,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,29077.05,-2100000.0,1431010.0,-52612.5,860000.0,-46766.1,-447000.0,366233.9,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,1.0,10,"Buying your home will work out CHF 526,240.70 cheaper than renting over the relevant time frame.",526240.7,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,29077.05,-2207394.3,1431010.0,-160006.8,860000.0,-46766.1,-447000.0,366233.9,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,1.0,10,"Buying your home will work out CHF 638,552.90 cheaper than renting over the relevant time frame.",638552.9,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,29077.05,-2319706.45,1431010.0,-272319.0,860000.0,-46766.1,-447000.0,366233.9,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,1.0,10,"Buying your home will work out CHF 755,982.15 cheaper than renting over the relevant time frame.",755982.15,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,29077.05,-2437135.75,1431010.0,-389748.25,860000.0,-46766.1,-447000.0,366233.9,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,1.0,10,"Buying your home will work out CHF 878,734.70 cheaper than renting over the relevant time frame.",878734.7,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,29077.05,-2559888.3,1431010.0,-512500.8,860000.0,-46766.1,-447000.0,366233.9,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,1.5,10,"Buying your home will work out CHF 401,349.45 cheaper than renting over the relevant time frame.",401349.45,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,21578.35,-2100000.0,1431010.0,-60111.2,860000.0,-71761.75,-447000.0,341238.25,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,1.5,10,"Buying your home will work out CHF 508,743.75 cheaper than renting over the relevant time frame.",508743.75,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,21578.35,-2207394.3,1431010.0,-167505.5,860000.0,-71761.75,-447000.0,341238.25,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,1.5,10,"Buying your home will work out CHF 621,055.90 cheaper than renting over the relevant time frame.",621055.9,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,21578.35,-2319706.45,1431010.0,-279817.65,860000.0,-71761.75,-447000.0,341238.25,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,1.5,10,"Buying your home will work out CHF 738,485.20 cheaper than renting over the relevant time frame.",738485.2,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,21578.35,-2437135.75,1431010.0,-397246.95,860000.0,-71761.75,-447000.0,341238.25,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,1.5,10,"Buying your home will work out CHF 861,237.75 cheaper than renting over the relevant time frame.",861237.75,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,21578.35,-2559888.3,1431010.0,-519999.5,860000.0,-71761.75,-447000.0,341238.25,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,2.0,10,"Buying your home will work out CHF 383,059.35 cheaper than renting over the relevant time frame.",383059.35,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,13739.7,-2100000.0,1431010.0,-67949.85,860000.0,-97890.5,-447000.0,315109.5,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,2.0,10,"Buying your home will work out CHF 490,453.60 cheaper than renting over the relevant time frame.",490453.6,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,13739.7,-2207394.3,1431010.0,-175344.1,860000.0,-97890.5,-447000.0,315109.5,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,2.0,10,"Buying your home will work out CHF 602,765.80 cheaper than renting over the relevant time frame.",602765.8,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,13739.7,-2319706.45,1431010.0,-287656.3,860000.0,-97890.5,-447000.0,315109.5,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,2.0,10,"Buying your home will work out CHF 720,195.05 cheaper than renting over the relevant time frame.",720195.05,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,13739.7,-2437135.75,1431010.0,-405085.55,860000.0,-97890.5,-447000.0,315109.5,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,2.0,10,"Buying your home will work out CHF 842,947.60 cheaper than renting over the relevant time frame.",842947.6,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,13739.7,-2559888.3,1431010.0,-527838.1,860000.0,-97890.5,-447000.0,315109.5,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,2.5,10,"Buying your home will work out CHF 363,944.20 cheaper than renting over the relevant time frame.",363944.2,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,5547.55,-2100000.0,1431010.0,-76142.0,860000.0,-125197.8,-447000.0,287802.2,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,2.5,10,"Buying your home will work out CHF 471,338.50 cheaper than renting over the relevant time frame.",471338.5,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,5547.55,-2207394.3,1431010.0,-183536.3,860000.0,-125197.8,-447000.0,287802.2,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,2.5,10,"Buying your home will work out CHF 583,650.70 cheaper than renting over the relevant time frame.",583650.7,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,5547.55,-2319706.45,1431010.0,-295848.5,860000.0,-125197.8,-447000.0,287802.2,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,2.5,10,"Buying your home will work out CHF 701,079.95 cheaper than renting over the relevant time frame.",701079.95,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,5547.55,-2437135.75,1431010.0,-413277.75,860000.0,-125197.8,-447000.0,287802.2,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,2.5,10,"Buying your home will work out CHF 823,832.50 cheaper than renting over the relevant time frame.",823832.5,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,5547.55,-2559888.3,1431010.0,-536030.3,860000.0,-125197.8,-447000.0,287802.2,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,3.0,10,"Buying your home will work out CHF 343,971.25 cheaper than renting over the relevant time frame.",343971.25,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-3012.3,-2100000.0,1431010.0,-84701.85,860000.0,-153730.6,-447000.0,259269.4,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,3.0,10,"Buying your home will work out CHF 451,365.55 cheaper than renting over the relevant time frame.",451365.55,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-3012.3,-2207394.3,1431010.0,-192096.15,860000.0,-153730.6,-447000.0,259269.4,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,3.0,10,"Buying your home will work out CHF 563,677.75 cheaper than renting over the relevant time frame.",563677.75,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-3012.3,-2319706.45,1431010.0,-304408.35,860000.0,-153730.6,-447000.0,259269.4,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,3.0,10,"Buying your home will work out CHF 681,107.00 cheaper than renting over the relevant time frame.",681107.0,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-3012.3,-2437135.75,1431010.0,-421837.6,860000.0,-153730.6,-447000.0,259269.4,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,3.0,10,"Buying your home will work out CHF 803,859.55 cheaper than renting over the relevant time frame.",803859.55,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-3012.3,-2559888.3,1431010.0,-544590.15,860000.0,-153730.6,-447000.0,259269.4,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,3.5,10,"Buying your home will work out CHF 323,106.35 cheaper than renting over the relevant time frame.",323106.35,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-11954.45,-2100000.0,1431010.0,-93644.0,860000.0,-183537.65,-447000.0,229462.35,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.5,5500,20000,3.5,10,"Buying your home will work out CHF 430,500.60 cheaper than renting over the relevant time frame.",430500.6,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-11954.45,-2207394.3,1431010.0,-201038.25,860000.0,-183537.65,-447000.0,229462.35,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.0,5500,20000,3.5,10,"Buying your home will work out CHF 542,812.80 cheaper than renting over the relevant time frame.",542812.8,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-11954.45,-2319706.45,1431010.0,-313350.45,860000.0,-183537.65,-447000.0,229462.35,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,1.5,5500,20000,3.5,10,"Buying your home will work out CHF 660,242.05 cheaper than renting over the relevant time frame.",660242.05,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-11954.45,-2437135.75,1431010.0,-430779.7,860000.0,-183537.65,-447000.0,229462.35,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,2.0,5500,20000,3.5,10,"Buying your home will work out CHF 782,994.60 cheaper than renting over the relevant time frame.",782994.6,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-11954.45,-2559888.3,1431010.0,-553532.25,860000.0,-183537.65,-447000.0,229462.35,1653000,
2100000,2.1,447000,1.0,21000,10,22199,0,0,42900,13000,30,0.0,5500,20000,4.0,10,"Buying your home will work out CHF 301,314.25 cheaper than renting over the relevant time frame.",301314.25,BUY,155310.45,210000.0,221990.0,0.0,0.0,587300.45,-21293.9,-2100000.0,1431010.0,-102983.45,860000.0,-214669.2,-447000.0,198330.8,1653000,
